"","year","asylum","border","borders","canada","citizen","citizens","citizenship","cross","crossing","cuba","customs","deport","deportation","deportations","deported","detain","detained","documented","emigration","ethnic","foreign","foreigner","hispanic","illegal","immigrant","immigrants","immigrate","immigration","labor","laborers","latin","latino","mexican","mexico","migrant","migrants","minorities","minority","naturalization","naturalized","racial","racism","racist","refugee","refugees","separate","separated","undocumented","immigration_total","percent_immigration","afghanistan","afraid","army","battle","combat","conflict","cyber","cybersecurity","enemies","enemy","fear","fears","fight","fights","force","fought","genocide","iran","iraq","isis","israel","jihad","korea","marine","marines","militant","military","missile","missiles","navy","nuclear","proxy","qaeda","russia","soldier","soldiers","soviet","struggle","taliban","terror","terrorism","terrorist","terrorists","threat","threaten","threatens","threats","trench","trenches","troop","troops","ussr","vietnam","war","warfare","wars","wartime","war_total","percent_war","billionaire","billionaires","cash","class","consumer","consumers","crash","crashes","debt","demand","downturn","economic","economics","economy","employment","exchange","finance","financial","gdp","goods","growth","inflation","job","jobs","loan","loans","market","markets","millionaire","millionaires","paycheck","paychecks","pension","pensions","pocketbook","poor","poverty","price","prices","recession","retire","retirement","rich","saving","stock","stocks","tax","taxes","trade","unemployed","unemployment","economy_total","percent_economy","president","party","against","american","change","child","crisis","faith","family","great","hope","together","unite","interesting_total","percent_interesting"
"58",1923,0,0,0,1,13,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,6,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,56,0.835696165,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,19,0,1,0,49,0.731234144,0,0,0,6,0,0,0,0,6,0,0,6,0,2,2,2,3,3,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,1,0,13,8,3,0,0,72,1.074466498,"Coolidge","Republican",5,13,5,1,0,3,0,29,3,3,4,66,0.984927623
"59",1924,0,0,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0.416427341,0,0,5,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,22,0,1,0,56,0.804135554,0,0,0,4,0,0,0,0,9,0,0,14,0,9,3,0,1,2,0,0,1,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7,3,0,1,1,1,3,0,0,21,7,3,0,0,98,1.40723722,"Coolidge","Republican",2,10,4,0,0,0,0,29,6,1,3,55,0.789775991
"60",1925,0,1,1,1,5,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.350456516,0,0,7,2,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,2,0,7,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36,0,2,0,92,0.84847367,0,0,1,6,0,0,0,0,21,1,0,15,0,10,2,2,0,3,0,0,2,0,0,0,3,1,6,1,0,0,0,0,3,2,0,1,1,10,6,0,7,5,2,2,0,0,26,5,5,0,0,149,1.374158443,"Coolidge","Republican",2,3,11,0,0,2,2,32,1,1,6,60,0.553352393
"61",1926,0,1,1,0,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.339542103,0,0,8,0,0,4,0,0,1,1,2,1,0,0,11,0,0,0,0,1,0,0,0,5,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,37,2,3,0,92,0.892510671,0,0,0,2,1,1,0,0,9,2,0,11,1,7,4,0,2,2,0,3,1,0,0,0,4,2,8,1,0,0,0,0,3,1,0,0,0,8,3,0,6,4,0,2,4,0,30,9,2,0,1,134,1.299961195,"Coolidge","Republican",3,13,5,0,1,2,1,30,3,4,6,68,0.659681801
"62",1927,0,0,0,3,9,9,2,2,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,1,6,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,53,0.603850974,0,0,4,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,18,0,1,1,53,0.603850974,0,0,0,0,0,0,0,0,7,2,0,6,1,5,3,0,10,4,0,1,1,0,0,0,5,1,14,2,0,0,0,0,1,1,0,2,0,7,2,0,1,1,1,2,6,1,18,3,2,0,0,110,1.253275607,"Coolidge","Republican",5,10,4,2,0,1,0,22,1,0,9,54,0.615244389
"63",1928,0,1,1,1,7,6,0,2,0,8,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0.595533499,0,0,6,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,20,1,1,0,48,0.595533499,0,0,1,2,0,0,0,0,7,7,0,10,0,8,2,1,1,2,0,1,1,0,0,0,4,3,5,0,0,0,0,0,3,0,0,0,1,5,1,0,4,4,0,3,2,0,14,3,6,0,0,101,1.253101737,"Coolidge","Republican",4,17,5,1,0,2,1,13,3,0,10,56,0.694789082
"64",1929,0,1,0,2,9,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,1,0,2,4,0,4,0,2,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,60,0.545801874,0,0,7,0,0,5,0,0,0,2,3,1,0,0,30,0,0,0,0,2,0,0,0,9,3,0,0,0,0,4,0,0,0,1,2,2,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,29,0,0,0,106,0.964249977,0,0,1,1,0,0,3,1,7,1,0,11,0,3,10,0,2,3,0,1,5,1,0,0,2,2,14,3,0,0,0,0,2,1,0,1,1,5,5,0,1,1,1,0,5,1,13,2,3,0,3,116,1.055216956,"Hoover","Republican",3,15,9,6,2,2,0,18,8,4,15,82,0.745929228
"65",1930,0,3,1,0,3,3,0,3,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,1,1,0,3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0.72591289,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,23,0.505939287,0,0,1,1,2,1,0,0,2,3,0,15,0,1,20,0,1,5,0,2,0,1,1,0,4,2,1,1,0,0,0,0,0,0,0,0,0,11,6,0,1,1,1,1,1,0,11,2,1,4,6,110,2.419709635,"Hoover","Republican",1,0,3,1,0,1,1,4,0,3,3,17,0.373955125
"66",1931,0,0,0,1,4,4,0,1,0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.457263454,0,1,2,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,0,0,0,35,0.615546957,0,0,1,0,0,0,0,0,10,1,0,16,0,1,22,0,7,15,0,1,2,2,0,0,10,5,6,4,0,0,0,0,0,0,0,0,0,5,4,0,5,4,2,4,0,0,11,5,0,0,13,156,2.743580725,"Hoover","Republican",6,2,4,2,3,2,1,13,1,3,2,39,0.685895181
"67",1932,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.118764846,0,0,0,0,0,1,0,0,0,0,1,1,1,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,0.641330166,0,0,0,0,0,0,0,0,3,2,0,23,0,3,8,3,5,6,0,1,0,1,0,0,11,6,0,0,0,0,0,0,2,0,0,0,0,5,4,0,0,0,0,2,1,0,6,3,2,0,3,100,2.375296912,"Hoover","Republican",2,1,6,1,4,1,0,21,1,1,1,39,0.926365796
"68",1934,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.584795322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,11,0.494826811,0,0,0,0,2,2,0,0,5,1,0,2,0,1,4,3,1,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,1,1,0,1,0,5,1,2,45,2.024291498,"Roosevelt","Republican",2,7,3,2,2,0,0,9,1,1,2,29,1.30454341
"69",1935,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.227596017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0.284495021,0,0,1,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,6,3,36,1.024182077,"Roosevelt","Republican",2,9,4,3,0,1,0,16,2,0,4,41,1.166429587
"70",1936,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0.393700787,0,0,0,2,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,22,1,2,0,46,1.207349081,0,0,0,0,1,1,0,0,1,0,0,4,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,5,4,2,3,0,33,0.866141732,"Roosevelt","Democratic",8,4,5,3,2,4,0,14,5,0,13,58,1.522309711
"71",1937,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0.476190476,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,4,23,0.842490842,"Roosevelt","Democratic",0,5,2,3,1,2,1,4,2,0,5,25,0.915750916
"72",1938,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0.641436818,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,21,0.449005773,0,0,0,2,0,0,0,0,1,4,0,11,1,0,2,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,9,6,2,0,0,0,0,0,0,11,4,1,1,0,67,1.432542228,"Roosevelt","Democratic",2,3,4,1,0,2,1,12,3,0,10,38,0.812486637
"73",1939,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.428265525,0,1,0,0,0,1,0,0,1,1,3,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,11,0,2,0,40,1.070663812,0,0,1,1,1,1,0,0,3,0,0,5,0,2,6,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,4,0,1,0,0,1,1,0,0,8,4,0,1,3,53,1.41862955,"Roosevelt","Republican",9,12,3,2,0,10,0,4,3,4,8,55,1.472162741
"74",1940,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.347003155,0,0,3,0,1,1,0,0,0,0,3,0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21,0,6,0,58,1.829652997,0,0,0,2,0,0,1,0,0,2,0,7,0,0,4,0,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,13,2,3,46,1.451104101,"Roosevelt","Democratic",5,14,0,5,1,3,0,10,8,1,13,60,1.892744479
"75",1941,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.51703163,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,8,4,0,1,0,0,2,2,0,0,25,1,4,1,63,1.916058394,0,0,1,0,0,0,1,0,0,2,0,4,0,1,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,27,0.821167883,"Roosevelt","Republican",5,16,2,2,1,2,0,15,0,1,5,49,1.49026764
"76",1942,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0.201729107,0,1,0,1,3,3,0,0,6,8,1,0,18,0,14,2,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,108,3.112391931,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,9,0.259365994,"Roosevelt","Republican",14,13,0,0,0,2,2,9,3,2,18,63,1.81556196
"77",1943,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.110302228,0,0,2,9,2,1,0,0,3,6,3,1,16,0,11,2,0,0,0,1,0,0,0,3,3,0,7,0,0,1,0,0,0,6,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,57,1,2,1,147,3.242885506,0,0,0,0,0,0,0,0,0,1,0,7,0,1,6,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0.507390249,"Roosevelt","Republican",8,18,1,0,1,3,1,27,3,5,15,82,1.808956541
"78",1944,0,0,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,18,0.479360852,0,0,1,4,0,1,0,0,5,0,3,1,5,0,7,0,0,0,0,1,0,0,0,2,2,0,3,0,0,2,0,0,0,1,7,5,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,57,0,1,2,116,3.089214381,0,0,0,0,1,0,1,0,0,6,0,5,0,2,2,0,0,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,0,1,1,1,0,0,0,4,0,2,0,1,46,1.225033289,"Roosevelt","Democratic",3,12,1,3,1,0,3,10,2,3,4,42,1.118508655
"79",1945,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0.221565731,0,0,20,11,3,2,0,0,11,10,0,0,20,0,37,7,0,0,0,0,0,0,0,2,2,0,10,0,0,8,0,0,0,5,6,5,1,0,0,2,0,0,0,3,2,0,0,0,0,5,5,0,0,91,2,0,1,271,3.335795175,0,0,0,2,1,1,0,0,1,7,0,4,0,3,8,0,2,0,0,0,1,0,20,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,1,5,0,1,82,1.009354998,"Roosevelt","Democratic",24,19,5,0,0,3,1,28,10,14,13,117,1.440177253
"80",1946,0,0,0,0,7,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,35,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,88,0.317437414,0,0,7,1,1,0,0,0,7,3,2,0,7,0,35,5,0,0,0,0,0,0,2,3,1,0,14,0,0,13,0,0,0,0,1,1,4,0,0,2,0,0,0,6,3,0,0,0,0,2,2,0,0,278,5,1,20,426,1.536685665,0,0,12,4,20,9,2,0,31,25,0,55,0,30,62,2,18,13,0,20,3,25,15,5,27,16,13,5,0,0,0,0,4,4,0,0,0,67,34,0,1,1,4,19,4,3,30,5,19,9,18,634,2.28699228,"Truman","Democratic",18,20,15,5,0,1,5,54,18,7,92,235,0.847702186
"81",1947,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,49,0.812199569,0,0,7,0,0,1,0,0,0,0,3,0,2,0,19,0,0,0,0,0,0,0,0,1,0,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,3,3,0,0,31,1,1,3,94,1.558097132,0,0,0,1,0,0,0,0,4,2,0,14,0,11,4,0,1,3,0,3,1,0,2,0,1,1,3,3,0,0,0,0,1,1,0,0,0,14,10,0,2,1,0,0,0,0,1,0,3,0,1,88,1.458644124,"Truman","Democratic",2,6,2,1,0,4,1,18,5,4,11,54,0.895077076
"82",1948,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,0.589275192,0,0,0,0,1,0,0,0,0,0,2,0,2,0,7,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,31,0,1,0,52,1.021410332,0,0,0,0,1,1,0,0,0,2,0,24,0,6,7,0,1,4,0,3,3,11,3,3,0,0,3,1,0,0,0,0,0,0,0,0,2,16,10,0,0,0,3,1,1,0,19,3,5,0,2,135,2.651738362,"Truman","Democratic",7,4,2,2,2,8,2,26,3,5,13,74,1.453545472
"83",1949,0,1,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.677068001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,18,0.529879305,0,0,0,0,2,0,0,0,1,3,0,7,0,9,3,1,0,1,0,1,1,3,2,1,1,1,3,1,0,0,0,0,0,0,0,0,1,13,3,2,0,0,1,0,0,0,3,2,1,0,1,68,2.001766264,"Truman","Democratic",6,5,1,1,0,3,2,13,1,4,6,42,1.236385046
"84",1950,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.526726492,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,27,0.526726492,0,0,0,0,2,2,0,0,0,1,2,20,0,9,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,2,0,0,0,2,0,0,0,2,0,4,0,3,75,1.463129146,"Truman","Democratic",6,2,5,4,0,1,2,28,3,4,11,66,1.287553648
"85",1951,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.325977934,0,0,1,0,1,1,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,8,1,0,0,16,0,0,1,0,1,0,5,1,1,19,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,13,1,1,1,110,2.758274824,0,0,0,1,1,0,0,0,0,1,0,12,0,5,1,0,0,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,38,0.952858576,"Truman","Democratic",10,3,0,1,0,0,0,13,7,12,10,56,1.404212638
"86",1952,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0.243719535,0,0,1,1,0,1,0,0,0,2,2,0,14,1,18,1,0,2,0,2,0,0,11,0,0,0,11,0,0,0,0,0,0,0,4,4,7,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,0,0,114,2.137232846,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,5,1,4,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,0,0,0,0,1,0,0,5,2,0,0,0,50,0.937382827,"Truman","Democratic",5,7,1,0,2,2,0,27,10,8,9,71,1.331083615
"87",1953,0,3,2,0,11,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.343785811,0,1,1,2,1,1,0,0,0,1,15,0,2,0,25,1,0,3,0,0,1,0,7,0,0,0,19,0,0,0,1,0,0,2,0,0,35,4,0,1,0,0,0,8,1,0,2,0,0,0,0,0,0,83,0,0,2,219,2.281487655,0,0,1,0,0,0,0,0,4,1,0,28,0,6,1,0,2,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,55,0.572976352,"Truman","Democratic",16,10,22,1,0,8,1,35,12,6,26,137,1.427232003
"88",1954,0,0,0,2,17,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,49,0.820220957,0,0,0,2,1,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,0,6,0,0,0,15,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,23,0,0,2,76,1.272179444,0,0,0,0,2,1,0,0,4,3,0,20,0,9,3,0,1,1,0,1,6,1,0,0,2,2,7,4,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,3,4,2,25,6,6,0,2,122,2.042182792,"Eisenhower","Republican",6,11,5,2,0,0,2,13,5,1,12,57,0.954134583
